;X;Y;Z;x;y;found
0;28.806371397014118;26.401548678386305;3.898471760212899;881.4572279708008;850.6140813925568;True
1;23.94400917994932;-10.001633417832302;3.8417949377649787;823.6252893221716;381.8312432098354;True
2;-20.04525294978291;6.787110754510955;2.4985505616851444;110.86237130491743;647.8209607319973;True
3;-7.216089629252277;9.03451020850732;3.543130230483775;410.1678747344971;639.493340927434;True
4;19.076765550026806;10.80699346891977;2.792521111948778;853.5688688690695;705.4988677915142;True
5;-22.71065472396029;2.4967610800696534;2.4340329627175135;45.47684538740534;563.288563431822;True
6;6.462442467640308;10.01863530790365;3.8974859461485654;594.9052696652619;640.5268945973226;True
7;2.102905399013025;11.508627822790316;1.4228898737832862;585.8955782087921;916.4103494879163;True
8;15.557899234747957;0.9298058584325162;3.873804258072063;712.809052268569;524.0011982600182;True
9;-11.512668559372848;-28.79027914720063;2.1020929481178716;238.16176250244257;-172.8003360883321;False
10;-22.483898959764904;7.915194262296573;3.49630246751162;190.46175826190617;625.1937859473863;True
11;-23.675218480859392;-3.3766061974136683;1.5980314179637962;-228.76198423640008;406.3510697143826;False
12;15.620442966696501;17.05637010874267;2.192745285306913;868.1846209718368;900.927300928054;True
13;-28.56779264723655;-0.6962842732208117;1.4725841913820354;-457.98843306967;488.3584222452048;False
14;-17.62854853419352;2.8686183890935197;3.7583505862334805;277.4749320251629;550.1632623577085;True
