;X;Y;Z;x;y;found
0;-28.905450892613192;12.773463638533997;2.692551292492296;-24.766949866673674;749.2000056999943;False
1;0.27052707764235606;24.8271945409246;3.9104353943264942;515.4590403671526;829.447957034982;True
2;25.38197677663168;-8.363419393513322;1.3374155733867177;1460.9188432417186;199.3290710854085;False
3;10.189564014665478;-1.6966917986022167;2.225425303757732;740.9352061707023;473.8793810842072;True
4;-19.103936983028156;-24.491928677311897;3.998170898948028;273.0915407836286;205.7108330742434;True
5;27.898776957997846;10.079564646837895;3.554750543955272;904.415397550733;653.7759772760685;True
6;-15.30164293806716;15.243032451108597;2.272094386966245;175.27008627273005;847.4401238467356;True
7;2.308985548895677;-12.727556652615814;3.450888841400152;545.4549395100022;327.59016767037076;True
8;-10.859807752077394;-26.698228507750667;3.2860876736248317;346.76083369227166;105.76877369951191;True
9;-2.157495011951326;14.819022373850785;2.07779752629948;460.0821642955321;868.6041008876163;True
10;-24.34565695295217;15.387107166711665;2.5774552225941227;39.719109539969516;810.4941703705923;True
11;15.961068770684882;-17.897223148457414;3.8220978353975528;720.799845766176;277.8717290972243;True
12;-11.767700593305452;22.67746443937161;2.179086385884422;241.98545010574887;1032.3434013968092;False
13;21.16936805686099;-4.552688878036612;3.142774975406386;848.794206115944;439.5689651078517;True
14;7.345056864992067;-26.92397203069881;1.1962111731468374;819.0133865105793;-613.385409997079;False
15;-5.468242565781583;12.539975002221603;3.6823652600769816;437.7509483773037;682.2706564470393;True
16;-25.254645835255474;-2.5168441812210567;2.0484799731393535;-104.42403553870275;450.5680061747462;False
17;-25.86810429142561;-20.876822761770885;2.5752507967620684;9.755629782732811;106.66427914477546;False
18;-24.05954646764485;-11.890553021675561;3.519511735223722;170.19766664145706;343.0766675008724;True
19;-26.971067802806445;-14.330096454824995;3.7401602373100578;151.43967515407607;320.42937808018524;True
